"Tarih","Saat","Tuketim"
"13.04.2022","06:00","30.832,22"
"13.04.2022","07:00","31.968,07"
"13.04.2022","08:00","36.841,34"
"13.04.2022","09:00","39.459,81"
"13.04.2022","10:00","40.709,32"
"13.04.2022","11:00","41.586,48"
"13.04.2022","12:00","40.604,67"
"13.04.2022","13:00","41.162,91"
"13.04.2022","14:00","41.766,03"
"13.04.2022","15:00","41.126,41"
"13.04.2022","16:00","40.465,69"
"13.04.2022","17:00","40.047,58"
"13.04.2022","18:00","39.673,43"
"13.04.2022","19:00","39.599,18"
"13.04.2022","20:00","40.467,16"
"13.04.2022","21:00","40.441,22"
"13.04.2022","22:00","39.732,90"
"13.04.2022","23:00","38.288,73"
"14.04.2022","00:00","36.546,52"
"14.04.2022","01:00","35.119,09"
"14.04.2022","02:00","34.337,64"
"14.04.2022","03:00","34.402,06"
"14.04.2022","04:00","33.928,55"
"14.04.2022","05:00","33.125,20"
"14.04.2022","06:00","31.203,55"
"14.04.2022","07:00","32.329,65"
"14.04.2022","08:00","37.492,73"
"14.04.2022","09:00","40.001,84"
"14.04.2022","10:00","41.119,21"
"14.04.2022","11:00","41.705,44"
"14.04.2022","12:00","40.633,35"
"14.04.2022","13:00","41.182,55"
"14.04.2022","14:00","41.714,38"
"14.04.2022","15:00","41.142,88"
"14.04.2022","16:00","40.495,34"
"14.04.2022","17:00","39.964,95"
"14.04.2022","18:00","39.740,11"
"14.04.2022","19:00","39.599,06"
"14.04.2022","20:00","39.892,93"
"14.04.2022","21:00","39.867,07"
"14.04.2022","22:00","39.504,77"
"14.04.2022","23:00","37.969,80"
"15.04.2022","00:00","36.466,68"
"15.04.2022","01:00","34.930,37"
"15.04.2022","02:00","34.082,42"
"15.04.2022","03:00","34.025,20"
"15.04.2022","04:00","33.653,06"
"15.04.2022","05:00","32.821,49"
"15.04.2022","06:00","31.156,28"
"15.04.2022","07:00","31.991,38"
"15.04.2022","08:00","36.679,57"
"15.04.2022","09:00","38.970,67"
"15.04.2022","10:00","39.846,36"
"15.04.2022","11:00","40.985,90"
"15.04.2022","12:00","39.490,93"
"15.04.2022","13:00","38.498,41"
"15.04.2022","14:00","40.389,45"
"15.04.2022","15:00","39.713,87"
"15.04.2022","16:00","39.626,93"
"15.04.2022","17:00","38.951,12"
"15.04.2022","18:00","38.605,16"
"15.04.2022","19:00","38.809,51"
"15.04.2022","20:00","39.368,72"
"15.04.2022","21:00","39.483,20"
"15.04.2022","22:00","38.724,63"
"15.04.2022","23:00","37.861,36"
"16.04.2022","00:00","36.012,30"
"16.04.2022","01:00","34.408,94"
"16.04.2022","02:00","33.665,59"
"16.04.2022","03:00","33.446,08"
"16.04.2022","04:00","33.059,10"
"16.04.2022","05:00","31.953,06"
"16.04.2022","06:00","30.200,82"
"16.04.2022","07:00","30.527,23"
"16.04.2022","08:00","33.883,95"
"16.04.2022","09:00","36.364,82"
"16.04.2022","10:00","37.663,73"
"16.04.2022","11:00","38.352,66"
"16.04.2022","12:00","37.833,80"
"16.04.2022","13:00","38.124,83"
"16.04.2022","14:00","38.004,60"
"16.04.2022","15:00","37.431,86"
"16.04.2022","16:00","36.818,19"
"16.04.2022","17:00","36.318,26"
"16.04.2022","18:00","37.603,54"
"16.04.2022","19:00","37.657,32"
"16.04.2022","20:00","38.092,55"
"16.04.2022","21:00","37.689,03"
"16.04.2022","22:00","36.901,42"
"16.04.2022","23:00","35.857,11"
"17.04.2022","00:00","34.320,01"
"17.04.2022","01:00","32.638,11"
"17.04.2022","02:00","31.819,04"
"17.04.2022","03:00","32.422,54"
"17.04.2022","04:00","31.077,50"
"17.04.2022","05:00","29.519,32"
"17.04.2022","06:00","27.035,25"
"17.04.2022","07:00","26.483,51"
"17.04.2022","08:00","27.798,12"
"17.04.2022","09:00","29.783,63"
"17.04.2022","10:00","31.441,52"
"17.04.2022","11:00","32.859,85"
"17.04.2022","12:00","33.089,96"
"17.04.2022","13:00","33.884,51"
"17.04.2022","14:00","34.154,71"
"17.04.2022","15:00","34.476,99"
"17.04.2022","16:00","34.307,75"
"17.04.2022","17:00","34.972,48"
"17.04.2022","18:00","36.204,71"
"17.04.2022","19:00","36.384,19"
"17.04.2022","20:00","36.575,93"
"17.04.2022","21:00","36.073,96"
"17.04.2022","22:00","35.509,56"
"17.04.2022","23:00","34.115,36"
"18.04.2022","00:00","33.044,04"
"18.04.2022","01:00","31.543,02"
"18.04.2022","02:00","30.464,02"
"18.04.2022","03:00","30.563,40"
"18.04.2022","04:00","30.141,94"
"18.04.2022","05:00","29.185,26"
"18.04.2022","06:00","28.352,58"
"18.04.2022","07:00","30.210,71"
"18.04.2022","08:00","36.557,18"
"18.04.2022","09:00","39.549,48"
"18.04.2022","10:00","40.762,88"
"18.04.2022","11:00","41.535,16"
"18.04.2022","12:00","40.653,35"
"18.04.2022","13:00","41.292,08"
"18.04.2022","14:00","42.012,03"
"18.04.2022","15:00","41.448,35"
"18.04.2022","16:00","41.070,90"
"18.04.2022","17:00","40.238,99"
"18.04.2022","18:00","39.509,18"
"18.04.2022","19:00","39.343,29"
"18.04.2022","20:00","39.572,65"
"18.04.2022","21:00","39.678,86"
"18.04.2022","22:00","38.695,74"
"18.04.2022","23:00","37.440,06"
"19.04.2022","00:00","35.675,98"
"19.04.2022","01:00","34.169,56"
"19.04.2022","02:00","33.426,94"
"19.04.2022","03:00","33.374,41"
"19.04.2022","04:00","33.094,86"
"19.04.2022","05:00","31.942,43"
"19.04.2022","06:00","30.495,73"
"19.04.2022","07:00","32.187,71"
"19.04.2022","08:00","37.619,54"
"19.04.2022","09:00","40.773,64"
"19.04.2022","10:00","41.531,46"
"19.04.2022","11:00","42.228,31"
"19.04.2022","12:00","41.386,67"
"19.04.2022","13:00","41.886,49"
"19.04.2022","14:00","42.352,09"
"19.04.2022","15:00","41.772,12"
"19.04.2022","16:00","41.571,56"
"19.04.2022","17:00","40.532,07"
"19.04.2022","18:00","39.917,66"
"19.04.2022","19:00","39.529,00"
"19.04.2022","20:00","39.567,08"
"19.04.2022","21:00","39.205,52"
"19.04.2022","22:00","38.750,58"
"19.04.2022","23:00","37.179,91"
"20.04.2022","00:00","35.860,54"
"20.04.2022","01:00","34.262,01"
"20.04.2022","02:00","33.313,88"
"20.04.2022","03:00","33.318,29"
"20.04.2022","04:00","32.824,39"
"20.04.2022","05:00","31.893,93"
"20.04.2022","06:00","30.704,36"
"20.04.2022","07:00","32.206,23"
"20.04.2022","08:00","37.559,60"
"20.04.2022","09:00","39.198,83"
"20.04.2022","10:00","41.145,38"
"20.04.2022","11:00","42.048,06"
"20.04.2022","12:00","40.546,38"
"20.04.2022","13:00","40.756,03"
"20.04.2022","14:00","41.570,23"
"20.04.2022","15:00","41.161,26"
"20.04.2022","16:00","40.556,40"
"20.04.2022","17:00","39.695,71"
"20.04.2022","18:00","38.550,29"
"20.04.2022","19:00","39.315,69"
"20.04.2022","20:00","39.917,09"
"20.04.2022","21:00","40.153,31"
"20.04.2022","22:00","39.182,54"
"20.04.2022","23:00","37.818,32"
"21.04.2022","00:00","36.245,84"
"21.04.2022","01:00","34.807,97"
"21.04.2022","02:00","33.976,11"
"21.04.2022","03:00","33.792,66"
"21.04.2022","04:00","33.331,65"
"21.04.2022","05:00","32.273,98"
"21.04.2022","06:00","30.870,26"
"21.04.2022","07:00","32.676,07"
"21.04.2022","08:00","37.735,74"
"21.04.2022","09:00","40.568,77"
"21.04.2022","10:00","41.461,39"
"21.04.2022","11:00","42.320,22"
"21.04.2022","12:00","40.885,15"
"21.04.2022","13:00","41.309,75"
"21.04.2022","14:00","41.330,95"
"21.04.2022","15:00","41.098,48"
"21.04.2022","16:00","40.777,64"
"21.04.2022","17:00","39.875,62"
"21.04.2022","18:00","39.208,44"
"21.04.2022","19:00","39.681,12"
"21.04.2022","20:00","40.079,27"
"21.04.2022","21:00","40.284,00"
"21.04.2022","22:00","39.533,31"
"21.04.2022","23:00","38.174,61"
"22.04.2022","00:00","36.049,63"
"22.04.2022","01:00","34.712,93"
"22.04.2022","02:00","33.839,35"
"22.04.2022","03:00","33.672,02"
"22.04.2022","04:00","33.190,71"
"22.04.2022","05:00","32.072,80"
"22.04.2022","06:00","30.611,38"
"22.04.2022","07:00","32.173,75"
"22.04.2022","08:00","36.938,56"
"22.04.2022","09:00","39.456,59"
"22.04.2022","10:00","40.646,16"
"22.04.2022","11:00","41.315,31"
"22.04.2022","12:00","39.441,44"
"22.04.2022","13:00","38.564,55"
"22.04.2022","14:00","40.556,06"
"22.04.2022","15:00","40.594,69"
"22.04.2022","16:00","40.178,93"
"22.04.2022","17:00","39.166,93"
"22.04.2022","18:00","39.020,22"
"22.04.2022","19:00","39.042,63"
"22.04.2022","20:00","39.157,60"
"22.04.2022","21:00","39.213,23"
"22.04.2022","22:00","38.232,80"
"22.04.2022","23:00","36.786,69"
"23.04.2022","00:00","34.811,77"
"23.04.2022","01:00","33.376,20"
"23.04.2022","02:00","32.362,54"
"23.04.2022","03:00","32.167,76"
"23.04.2022","04:00","31.353,67"
"23.04.2022","05:00","30.090,53"
"23.04.2022","06:00","28.346,93"
"23.04.2022","07:00","28.783,28"
"23.04.2022","08:00","31.717,04"
"23.04.2022","09:00","34.270,81"
"23.04.2022","10:00","35.614,03"
"23.04.2022","11:00","36.635,10"
"23.04.2022","12:00","36.178,07"
"23.04.2022","13:00","36.410,62"
"23.04.2022","14:00","36.276,98"
"23.04.2022","15:00","36.093,78"
"23.04.2022","16:00","35.820,84"
"23.04.2022","17:00","35.570,93"
"23.04.2022","18:00","36.031,11"
"23.04.2022","19:00","36.366,04"
"23.04.2022","20:00","36.431,55"
"23.04.2022","21:00","36.329,82"
"23.04.2022","22:00","35.337,68"
"23.04.2022","23:00","34.226,29"
"24.04.2022","00:00","32.887,50"
"24.04.2022","01:00","31.569,66"
"24.04.2022","02:00","30.800,69"
"24.04.2022","03:00","30.516,02"
"24.04.2022","04:00","29.620,13"
"24.04.2022","05:00","28.108,99"
"24.04.2022","06:00","26.240,48"
"24.04.2022","07:00","26.342,14"
"24.04.2022","08:00","28.813,96"
"24.04.2022","09:00","30.579,00"
"24.04.2022","10:00","32.406,57"
"24.04.2022","11:00","33.535,13"
"24.04.2022","12:00","33.964,07"
"24.04.2022","13:00","34.318,51"
"24.04.2022","14:00","34.009,72"
"24.04.2022","15:00","33.736,60"
"24.04.2022","16:00","33.215,64"
"24.04.2022","17:00","33.704,58"
"24.04.2022","18:00","34.582,42"
"24.04.2022","19:00","35.322,92"
"24.04.2022","20:00","35.484,79"
"24.04.2022","21:00","35.679,65"
"24.04.2022","22:00","35.200,64"
"24.04.2022","23:00","34.441,27"
"25.04.2022","00:00","32.977,14"
"25.04.2022","01:00","31.587,84"
"25.04.2022","02:00","30.736,71"
"25.04.2022","03:00","30.466,20"
"25.04.2022","04:00","30.138,64"
"25.04.2022","05:00","28.811,44"
"25.04.2022","06:00","28.108,08"
"25.04.2022","07:00","30.563,95"
"25.04.2022","08:00","36.287,90"
"25.04.2022","09:00","39.138,98"
"25.04.2022","10:00","40.391,63"
"25.04.2022","11:00","41.014,65"
"25.04.2022","12:00","39.765,30"
"25.04.2022","13:00","40.306,83"
"25.04.2022","14:00","40.690,98"
"25.04.2022","15:00","40.269,36"
"25.04.2022","16:00","40.231,54"
"25.04.2022","17:00","39.639,28"
"25.04.2022","18:00","39.059,67"
"25.04.2022","19:00","39.167,57"
"25.04.2022","20:00","39.078,51"
"25.04.2022","21:00","39.343,87"
"25.04.2022","22:00","38.701,87"
"25.04.2022","23:00","37.377,64"
"26.04.2022","00:00","35.674,38"
"26.04.2022","01:00","34.251,27"
"26.04.2022","02:00","33.361,51"
"26.04.2022","03:00","33.022,29"
"26.04.2022","04:00","32.259,85"
"26.04.2022","05:00","31.310,39"
"26.04.2022","06:00","30.261,80"
"26.04.2022","07:00","31.829,82"
"26.04.2022","08:00","36.862,19"
"26.04.2022","09:00","39.505,59"
"26.04.2022","10:00","40.024,42"
"26.04.2022","11:00","40.691,01"
"26.04.2022","12:00","39.958,47"
"26.04.2022","13:00","40.522,40"
"26.04.2022","14:00","41.250,23"
"26.04.2022","15:00","41.212,86"
"26.04.2022","16:00","40.758,43"
"26.04.2022","17:00","39.898,25"
"26.04.2022","18:00","39.149,72"
"26.04.2022","19:00","39.047,04"
"26.04.2022","20:00","38.665,47"
"26.04.2022","21:00","38.685,03"
"26.04.2022","22:00","38.319,45"
"26.04.2022","23:00","37.177,27"
"27.04.2022","00:00","35.498,89"
"27.04.2022","01:00","33.929,18"
"27.04.2022","02:00","33.188,21"
"27.04.2022","03:00","32.904,93"
"27.04.2022","04:00","32.443,18"
"27.04.2022","05:00","31.180,58"
"27.04.2022","06:00","30.006,06"
"27.04.2022","07:00","31.744,51"
"27.04.2022","08:00","36.564,36"
"27.04.2022","09:00","39.213,73"
"27.04.2022","10:00","40.119,69"
"27.04.2022","11:00","41.052,93"
"27.04.2022","12:00","39.789,53"
"27.04.2022","13:00","40.489,32"
"27.04.2022","14:00","41.317,95"
"27.04.2022","15:00","41.234,15"
"27.04.2022","16:00","40.662,49"
"27.04.2022","17:00","39.597,85"
"27.04.2022","18:00","39.232,39"
"27.04.2022","19:00","39.369,01"
"27.04.2022","20:00","39.240,82"
"27.04.2022","21:00","39.151,50"
"27.04.2022","22:00","38.506,99"
"27.04.2022","23:00","37.517,85"
"28.04.2022","00:00","35.728,69"
"28.04.2022","01:00","34.516,44"
"28.04.2022","02:00","33.552,12"
"28.04.2022","03:00","33.104,78"
"28.04.2022","04:00","32.603,23"
"28.04.2022","05:00","31.196,27"
"28.04.2022","06:00","30.011,92"
"28.04.2022","07:00","31.814,97"
"28.04.2022","08:00","37.135,00"
"28.04.2022","09:00","39.346,10"
"28.04.2022","10:00","40.811,57"
"28.04.2022","11:00","41.434,41"
"28.04.2022","12:00","40.074,59"
"28.04.2022","13:00","40.818,33"
"28.04.2022","14:00","41.481,66"
"28.04.2022","15:00","40.502,06"
"28.04.2022","16:00","40.265,08"
"28.04.2022","17:00","39.527,72"
"28.04.2022","18:00","38.933,72"
"28.04.2022","19:00","39.037,34"
"28.04.2022","20:00","39.085,97"
"28.04.2022","21:00","39.302,17"
"28.04.2022","22:00","38.641,59"
"28.04.2022","23:00","37.261,73"
"29.04.2022","00:00","35.414,35"
"29.04.2022","01:00","34.092,72"
"29.04.2022","02:00","33.150,20"
"29.04.2022","03:00","32.679,84"
"29.04.2022","04:00","32.357,71"
"29.04.2022","05:00","31.117,29"
"29.04.2022","06:00","29.710,02"
"29.04.2022","07:00","31.484,47"
"29.04.2022","08:00","36.632,94"
"29.04.2022","09:00","39.215,03"
"29.04.2022","10:00","39.954,40"
"29.04.2022","11:00","40.961,06"
"29.04.2022","12:00","39.053,45"
"29.04.2022","13:00","38.508,89"
"29.04.2022","14:00","40.371,83"
"29.04.2022","15:00","40.049,23"
"29.04.2022","16:00","39.458,23"
"29.04.2022","17:00","38.456,37"
"29.04.2022","18:00","38.261,42"
"29.04.2022","19:00","38.032,13"
"29.04.2022","20:00","37.765,84"
"29.04.2022","21:00","37.804,32"
"29.04.2022","22:00","37.032,22"
"29.04.2022","23:00","35.968,53"
"30.04.2022","00:00","34.084,41"
"30.04.2022","01:00","32.602,57"
"30.04.2022","02:00","32.020,67"
"30.04.2022","03:00","31.348,37"
"30.04.2022","04:00","30.977,35"
"30.04.2022","05:00","29.425,62"
"30.04.2022","06:00","27.354,25"
"30.04.2022","07:00","28.013,22"
"30.04.2022","08:00","31.460,88"
"30.04.2022","09:00","34.065,85"
"30.04.2022","10:00","35.955,44"
"30.04.2022","11:00","36.987,00"
"30.04.2022","12:00","36.585,72"
"30.04.2022","13:00","36.741,73"
"30.04.2022","14:00","36.646,72"
"30.04.2022","15:00","35.797,56"
"30.04.2022","16:00","35.310,19"
"30.04.2022","17:00","35.295,34"
"30.04.2022","18:00","35.846,14"
"30.04.2022","19:00","35.593,25"
"30.04.2022","20:00","34.753,64"
"30.04.2022","21:00","34.353,84"
"30.04.2022","22:00","32.944,83"
"30.04.2022","23:00","31.238,51"
"01.05.2022","00:00","29.184,63"
"01.05.2022","01:00","27.780,68"
"01.05.2022","02:00","27.025,21"
"01.05.2022","03:00","26.568,26"
"01.05.2022","04:00","25.907,73"
"01.05.2022","05:00","23.720,99"
"01.05.2022","06:00","21.517,48"
"01.05.2022","07:00","21.179,33"
"01.05.2022","08:00","22.352,42"
"01.05.2022","09:00","23.833,46"
"01.05.2022","10:00","26.460,09"
"01.05.2022","11:00","27.649,56"
"01.05.2022","12:00","28.263,49"
"01.05.2022","13:00","28.608,05"
"01.05.2022","14:00","28.277,22"
"01.05.2022","15:00","27.901,69"
"01.05.2022","16:00","27.570,97"
"01.05.2022","17:00","27.743,07"
"01.05.2022","18:00","28.567,89"
"01.05.2022","19:00","29.586,63"
"01.05.2022","20:00","30.241,37"
"01.05.2022","21:00","30.400,86"
"01.05.2022","22:00","29.721,07"
"01.05.2022","23:00","28.541,21"
"02.05.2022","00:00","26.727,63"
"02.05.2022","01:00","24.583,39"
"02.05.2022","02:00","22.949,33"
"02.05.2022","03:00","21.771,07"
"02.05.2022","04:00","21.480,65"
"02.05.2022","05:00","21.540,24"
"02.05.2022","06:00","21.015,52"
"02.05.2022","07:00","21.774,57"
"02.05.2022","08:00","23.379,83"
"02.05.2022","09:00","24.561,13"
"02.05.2022","10:00","24.584,00"
"02.05.2022","11:00","24.518,24"
"02.05.2022","12:00","24.108,63"
"02.05.2022","13:00","24.079,15"
"02.05.2022","14:00","23.580,73"
"02.05.2022","15:00","23.246,25"
"02.05.2022","16:00","23.157,42"
"02.05.2022","17:00","23.194,39"
"02.05.2022","18:00","23.594,00"
"02.05.2022","19:00","25.000,58"
"02.05.2022","20:00","26.625,21"
"02.05.2022","21:00","26.212,74"
"02.05.2022","22:00","25.686,05"
"02.05.2022","23:00","24.948,54"
"03.05.2022","00:00","23.747,27"
"03.05.2022","01:00","22.428,36"
"03.05.2022","02:00","21.421,27"
"03.05.2022","03:00","20.702,72"
"03.05.2022","04:00","20.547,28"
"03.05.2022","05:00","20.127,51"
"03.05.2022","06:00","19.030,95"
"03.05.2022","07:00","19.627,58"
"03.05.2022","08:00","21.310,48"
"03.05.2022","09:00","22.841,71"
"03.05.2022","10:00","24.605,67"
"03.05.2022","11:00","25.594,78"
"03.05.2022","12:00","25.862,36"
"03.05.2022","13:00","25.676,88"
"03.05.2022","14:00","25.368,11"
"03.05.2022","15:00","25.158,26"
"03.05.2022","16:00","25.249,62"
"03.05.2022","17:00","25.478,51"
"03.05.2022","18:00","25.862,28"
"03.05.2022","19:00","27.068,87"
"03.05.2022","20:00","28.419,51"
"03.05.2022","21:00","27.689,11"
"03.05.2022","22:00","26.875,93"
"03.05.2022","23:00","26.161,03"
"04.05.2022","00:00","24.958,24"
"04.05.2022","01:00","23.587,55"
"04.05.2022","02:00","22.466,50"
"04.05.2022","03:00","21.919,02"
"04.05.2022","04:00","21.430,31"
"04.05.2022","05:00","20.908,25"
"04.05.2022","06:00","19.893,87"
"04.05.2022","07:00","20.660,38"
"04.05.2022","08:00","22.597,64"
"04.05.2022","09:00","24.643,85"
"04.05.2022","10:00","26.215,61"
"04.05.2022","11:00","27.387,75"
"04.05.2022","12:00","27.890,12"
"04.05.2022","13:00","27.826,78"
"04.05.2022","14:00","27.353,47"
"04.05.2022","15:00","26.921,51"
"04.05.2022","16:00","26.933,83"
"04.05.2022","17:00","26.516,67"
"04.05.2022","18:00","26.827,23"
"04.05.2022","19:00","28.006,42"
"04.05.2022","20:00","29.621,42"
"04.05.2022","21:00","29.149,74"
"04.05.2022","22:00","28.377,76"
"04.05.2022","23:00","27.462,82"
"05.05.2022","00:00","26.307,14"
"05.05.2022","01:00","24.818,25"
"05.05.2022","02:00","23.777,69"
"05.05.2022","03:00","23.188,31"
"05.05.2022","04:00","22.959,56"
"05.05.2022","05:00","22.697,30"
"05.05.2022","06:00","22.441,34"
"05.05.2022","07:00","25.120,41"
"05.05.2022","08:00","30.776,27"
"05.05.2022","09:00","33.644,31"
"05.05.2022","10:00","35.065,75"
"05.05.2022","11:00","36.072,05"
"05.05.2022","12:00","35.580,51"
"05.05.2022","13:00","36.212,83"
"05.05.2022","14:00","36.469,86"
"05.05.2022","15:00","35.652,37"
"05.05.2022","16:00","35.089,21"
"05.05.2022","17:00","34.480,02"
"05.05.2022","18:00","33.458,64"
"05.05.2022","19:00","33.887,51"
"05.05.2022","20:00","35.513,55"
"05.05.2022","21:00","34.811,41"
"05.05.2022","22:00","33.914,26"
"05.05.2022","23:00","32.595,68"
"06.05.2022","00:00","31.058,12"
"06.05.2022","01:00","29.304,68"
"06.05.2022","02:00","28.313,38"
"06.05.2022","03:00","27.505,92"
"06.05.2022","04:00","27.251,93"
"06.05.2022","05:00","26.952,76"
"06.05.2022","06:00","26.066,73"
"06.05.2022","07:00","28.115,19"
"06.05.2022","08:00","33.185,20"
"06.05.2022","09:00","35.765,20"
"06.05.2022","10:00","36.543,40"
"06.05.2022","11:00","37.494,03"
"06.05.2022","12:00","36.059,57"
"06.05.2022","13:00","36.045,43"
"06.05.2022","14:00","36.765,68"
"06.05.2022","15:00","36.145,34"
"06.05.2022","16:00","35.765,88"
"06.05.2022","17:00","35.231,37"
"06.05.2022","18:00","34.103,29"
"06.05.2022","19:00","34.908,60"
"06.05.2022","20:00","36.178,84"
"06.05.2022","21:00","35.372,24"
"06.05.2022","22:00","34.546,06"
"06.05.2022","23:00","33.077,53"
"07.05.2022","00:00","31.305,37"
"07.05.2022","01:00","29.957,30"
"07.05.2022","02:00","28.623,55"
"07.05.2022","03:00","27.786,62"
"07.05.2022","04:00","27.416,88"
"07.05.2022","05:00","27.097,51"
"07.05.2022","06:00","26.025,06"
"07.05.2022","07:00","27.251,93"
"07.05.2022","08:00","31.264,78"
"07.05.2022","09:00","34.176,87"
"07.05.2022","10:00","35.622,78"
"07.05.2022","11:00","36.669,72"
"07.05.2022","12:00","35.745,95"
"07.05.2022","13:00","36.292,32"
"07.05.2022","14:00","36.282,46"
"07.05.2022","15:00","35.129,91"
"07.05.2022","16:00","34.356,50"
"07.05.2022","17:00","33.651,99"
"07.05.2022","18:00","33.491,61"
"07.05.2022","19:00","34.281,35"
"07.05.2022","20:00","35.569,60"
"07.05.2022","21:00","34.790,91"
"07.05.2022","22:00","34.185,40"
"07.05.2022","23:00","32.580,90"
"08.05.2022","00:00","30.488,37"
"08.05.2022","01:00","28.653,41"
"08.05.2022","02:00","27.556,85"
"08.05.2022","03:00","26.831,41"
"08.05.2022","04:00","26.421,57"
"08.05.2022","05:00","25.639,41"
"08.05.2022","06:00","24.541,20"
"08.05.2022","07:00","24.846,67"
"08.05.2022","08:00","26.489,20"
"08.05.2022","09:00","28.809,64"
"08.05.2022","10:00","30.476,03"
"08.05.2022","11:00","31.679,43"
"08.05.2022","12:00","31.684,49"
"08.05.2022","13:00","31.961,82"
"08.05.2022","14:00","31.701,57"
"08.05.2022","15:00","30.942,42"
"08.05.2022","16:00","30.333,32"
"08.05.2022","17:00","30.409,03"
"08.05.2022","18:00","30.802,63"
"08.05.2022","19:00","32.087,80"
"08.05.2022","20:00","34.248,70"
"08.05.2022","21:00","33.811,65"
"08.05.2022","22:00","32.918,40"
"08.05.2022","23:00","31.646,99"
"09.05.2022","00:00","29.990,85"
"09.05.2022","01:00","28.393,81"
"09.05.2022","02:00","27.255,00"
"09.05.2022","03:00","26.740,04"
"09.05.2022","04:00","26.514,11"
"09.05.2022","05:00","26.367,82"
"09.05.2022","06:00","26.071,76"
"09.05.2022","07:00","28.925,04"
"09.05.2022","08:00","34.696,53"
"09.05.2022","09:00","37.813,93"
"09.05.2022","10:00","39.204,39"
"09.05.2022","11:00","40.228,33"
"09.05.2022","12:00","38.827,29"
"09.05.2022","13:00","39.364,01"
"09.05.2022","14:00","39.878,02"
"09.05.2022","15:00","39.145,80"
"09.05.2022","16:00","38.976,15"
"09.05.2022","17:00","38.216,95"
"09.05.2022","18:00","37.192,34"
"09.05.2022","19:00","37.589,71"
"09.05.2022","20:00","38.957,68"
"09.05.2022","21:00","38.409,91"
"09.05.2022","22:00","37.340,39"
"09.05.2022","23:00","35.256,56"
"10.05.2022","00:00","33.366,60"
"10.05.2022","01:00","31.716,67"
"10.05.2022","02:00","30.545,04"
"10.05.2022","03:00","29.597,59"
"10.05.2022","04:00","29.537,41"
"10.05.2022","05:00","29.117,61"
"10.05.2022","06:00","28.616,31"
"10.05.2022","07:00","30.887,72"
"10.05.2022","08:00","36.332,16"
"10.05.2022","09:00","38.677,31"
"10.05.2022","10:00","39.515,84"
"10.05.2022","11:00","40.428,94"
"10.05.2022","12:00","38.715,22"
"10.05.2022","13:00","38.892,22"
"10.05.2022","14:00","39.282,91"
"10.05.2022","15:00","38.631,84"
"10.05.2022","16:00","38.423,59"
"10.05.2022","17:00","38.020,25"
"10.05.2022","18:00","37.060,86"
"10.05.2022","19:00","37.469,95"
"10.05.2022","20:00","39.177,28"
"10.05.2022","21:00","38.502,93"
"10.05.2022","22:00","37.486,47"
"10.05.2022","23:00","35.792,83"
"11.05.2022","00:00","33.656,71"
"11.05.2022","01:00","31.865,97"
"11.05.2022","02:00","30.674,31"
"11.05.2022","03:00","30.016,09"
"11.05.2022","04:00","29.797,29"
"11.05.2022","05:00","29.305,88"
"11.05.2022","06:00","28.712,56"
"11.05.2022","07:00","30.834,07"
"11.05.2022","08:00","36.322,57"
"11.05.2022","09:00","38.702,99"
"11.05.2022","10:00","39.584,82"
"11.05.2022","11:00","40.423,47"
"11.05.2022","12:00","39.104,29"
"11.05.2022","13:00","39.714,13"
"11.05.2022","14:00","40.724,72"
"11.05.2022","15:00","39.934,23"
"11.05.2022","16:00","39.372,87"
"11.05.2022","17:00","38.459,42"
"11.05.2022","18:00","36.983,17"
"11.05.2022","19:00","37.352,42"
"11.05.2022","20:00","39.019,28"
"11.05.2022","21:00","38.308,64"
"11.05.2022","22:00","37.108,23"
"11.05.2022","23:00","35.797,37"
"12.05.2022","00:00","33.621,06"
"12.05.2022","01:00","32.012,92"
"12.05.2022","02:00","30.909,57"
"12.05.2022","03:00","30.113,95"
"12.05.2022","04:00","29.924,59"
"12.05.2022","05:00","29.371,53"
"12.05.2022","06:00","29.095,06"
"12.05.2022","07:00","31.447,18"
"12.05.2022","08:00","36.606,36"
"12.05.2022","09:00","38.773,19"
"12.05.2022","10:00","39.802,53"
"12.05.2022","11:00","40.505,13"
"12.05.2022","12:00","39.082,39"
"12.05.2022","13:00","39.870,88"
"12.05.2022","14:00","40.092,24"
"12.05.2022","15:00","39.537,42"
"12.05.2022","16:00","39.279,26"
"12.05.2022","17:00","38.481,60"
"12.05.2022","18:00","37.390,43"
"12.05.2022","19:00","37.773,67"
"12.05.2022","20:00","39.329,35"
"12.05.2022","21:00","38.712,59"
"12.05.2022","22:00","37.607,87"
"12.05.2022","23:00","36.130,33"
"13.05.2022","00:00","34.013,06"
"13.05.2022","01:00","32.522,59"
"13.05.2022","02:00","31.287,21"
"13.05.2022","03:00","30.536,83"
"13.05.2022","04:00","30.232,63"
"13.05.2022","05:00","29.507,11"
"13.05.2022","06:00","29.092,95"
"13.05.2022","07:00","31.608,40"
"13.05.2022","08:00","37.104,97"
"13.05.2022","09:00","39.613,20"
"13.05.2022","10:00","40.351,18"
"13.05.2022","11:00","41.317,23"
"13.05.2022","12:00","39.047,47"
"13.05.2022","13:00","38.533,51"
"13.05.2022","14:00","40.132,64"
"13.05.2022","15:00","39.569,97"
"13.05.2022","16:00","39.664,73"
"13.05.2022","17:00","38.946,11"
"13.05.2022","18:00","37.535,34"
"13.05.2022","19:00","37.824,55"
"13.05.2022","20:00","39.261,18"
